id,year,date,draft_res_num,record,url_for_res,url_for_record,num_pms,canonical_topic,full_resolution_name,description,historical_context,china_veto,russia_veto,france_veto,us_veto,uk_veto,last_update,total_vetoes,enhanced_description,enhanced_historical_context,primary_countries,primary_regions,conflict_type,geographic_tags,topic_tags,processing_timestamp
199,1955,1955-12-13,S/3502,704,http://www.un.org/ga/search/view_doc.asp?symbol=S/3502,https://undocs.org/en/S/PV.704,1,Admission of new Members,Admission of new Members,Admission of new Members,,0,1,0,0,0,2025-09-24,1,"The resolution S/3502 addressed the admission of new member states to the United Nations, specifically focusing on the applications of several countries that were seeking recognition and membership during a period of significant geopolitical change. The discussions surrounding this resolution highlighted the complexities of international relations in the wake of decolonization, as newly independent nations sought to assert their sovereignty and gain a voice in the global arena.","In 1955, the world was experiencing the early stages of the Cold War, characterized by intense rivalry between the United States and the Soviet Union. This period also saw the rise of newly independent nations emerging from colonial rule, particularly in Africa and Asia, leading to a reconfiguration of global power dynamics and increasing demands for representation in international institutions like the UN.","[""India"", ""Egypt"", ""Indonesia"", ""Ghana"", ""Vietnam""]","[""Africa"", ""Asia""]",membership_application,"[[""Africa"", """", """"], [""Asia"", """", """"], [""Asia"", """", ""IN""], [""Africa"", """", ""EG""], [""Asia"", """", ""ID""], [""Africa"", """", ""GH""], [""Asia"", """", ""VN""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""AFRO-ASIAN POLITICS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""]]",2025-09-27T15:28:19.271990
200,1955,1955-12-13,S/3502,704,http://www.un.org/ga/search/view_doc.asp?symbol=S/3502,https://undocs.org/en/S/PV.704,1,Admission of new Members,Admission of new Members,Admission of new Members,,0,1,0,0,0,2025-09-24,1,"The 1955 UN Security Council resolution S/3502 addressed the admission of new member states to the United Nations, specifically focusing on the applications submitted by several countries seeking to join the organization. This resolution was set against the backdrop of a rapidly changing global landscape, where newly independent nations were emerging from colonial rule and seeking recognition and support within the international community.","In 1955, the world was experiencing significant geopolitical shifts, particularly with the decolonization movement gaining momentum in Africa and Asia. The Cold War was intensifying, and the United Nations was becoming a platform for newly independent states to assert their sovereignty and influence, while also navigating the competing interests of the United States and the Soviet Union.","[""Indonesia"", ""Morocco"", ""Vietnam"", ""Jordan""]","[""Africa"", ""Asia""]",membership_application,"[[""Africa"", """", ""MA""], [""Asia"", """", ""ID""], [""Asia"", """", ""VN""], [""Asia"", """", ""JO""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""NEWLY-INDEPENDENT STATES""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""INDEPENDENCE""]]",2025-09-27T15:28:33.851326
201,1955,1955-12-13,S/3502,704,http://www.un.org/ga/search/view_doc.asp?symbol=S/3502,https://undocs.org/en/S/PV.704,1,Admission of new Members,Admission of new Members,Admission of new Members,,0,1,0,0,0,2025-09-24,1,"The 1955 resolution S/3502 addressed the admission of new members to the United Nations, specifically focusing on the applications from various countries seeking recognition and membership within the organization. This period was marked by significant geopolitical shifts, as several nations emerging from colonial rule sought to establish their sovereignty and legitimacy on the international stage, reflecting the broader decolonization movement of the time.","In 1955, the Cold War was intensifying, with the division between the Western bloc led by the United States and the Eastern bloc led by the Soviet Union becoming increasingly pronounced. The Bandung Conference earlier that year highlighted the aspirations of newly independent nations in Asia and Africa, emphasizing their desire for inclusion in global governance structures like the UN, amidst ongoing tensions and conflicts that characterized the post-World War II landscape.","[""Indonesia"", ""Ghana"", ""Vietnam"", ""Morocco"", ""Algeria""]","[""Asia"", ""Africa""]",membership_application,"[[""Asia"", """", ""ID""], [""Africa"", ""Northern Africa"", ""MA""], [""Africa"", ""Western Africa"", ""GH""], [""Africa"", ""Northern Africa"", ""DZ""], [""Asia"", """", ""VN""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""AFRO-ASIAN POLITICS""]]",2025-09-27T15:28:52.381813
202,1955,1955-12-13,S/3502,704,http://www.un.org/ga/search/view_doc.asp?symbol=S/3502,https://undocs.org/en/S/PV.704,1,Admission of new Members,Admission of new Members,Admission of new Members,,0,1,0,0,0,2025-09-24,1,"The 1955 resolution S/3502 addressed the admission of new members to the United Nations, specifically focusing on the applications from several countries seeking to join the organization. This was a period marked by a significant increase in decolonization efforts, with many nations emerging from colonial rule and seeking international recognition and support.","In 1955, the global landscape was heavily influenced by the Cold War dynamics, with the United States and the Soviet Union vying for influence in newly independent nations. The Bandung Conference earlier that year highlighted the aspirations of Asian and African countries for self-determination and non-alignment, further complicating the UN's role in accommodating new members amidst geopolitical tensions.","[""Indonesia"", ""Morocco"", ""Vietnam"", ""Jordan""]","[""Africa"", ""Asia""]",membership_application,"[[""Asia"", """", ""ID""], [""Africa"", """", ""MA""], [""Asia"", """", ""VN""], [""Asia"", """", ""JO""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""AFRO-ASIAN POLITICS""]]",2025-09-27T15:29:07.071669
203,1955,1955-12-13,S/3502,704,http://www.un.org/ga/search/view_doc.asp?symbol=S/3502,https://undocs.org/en/S/PV.704,1,Admission of new Members,Admission of new Members,Admission of new Members,,0,1,0,0,0,2025-09-24,1,"The 1955 resolution S/3502 focused on the admission of new member states to the United Nations, specifically addressing the applications of several countries seeking to join the organization. This period was marked by a significant wave of decolonization, as many nations in Africa and Asia were emerging from colonial rule and seeking international recognition and support.","In 1955, the Cold War was intensifying, with the United States and the Soviet Union vying for influence around the globe. The Bandung Conference earlier that year highlighted the growing solidarity among newly independent nations, which were often caught in the geopolitical struggle between the two superpowers. The admission of new members to the UN was seen as a way to legitimize these nations on the world stage and to address the shifting dynamics of global power.","[""Indonesia"", ""Ghana"", ""Vietnam"", ""Morocco""]","[""Africa"", ""Asia""]",membership_application,"[[""Africa"", """", ""GH""], [""Asia"", """", ""ID""], [""Asia"", """", ""VN""], [""Africa"", """", ""MA""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""AFRO-ASIAN POLITICS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""NEWLY-INDEPENDENT STATES""]]",2025-09-27T15:29:20.962300
204,1955,1955-12-13,S/3502,704,http://www.un.org/ga/search/view_doc.asp?symbol=S/3502,https://undocs.org/en/S/PV.704,1,Admission of new Members,Admission of new Members,Admission of new Members,,0,1,0,0,0,2025-09-24,1,"The 1955 UN Security Council resolution S/3502 addressed the admission of new member states into the United Nations, specifically focusing on the applications from several countries seeking recognition and membership. This resolution highlighted the ongoing geopolitical shifts and the desire of newly independent nations to join the international community amidst the backdrop of decolonization and the Cold War dynamics.","In 1955, the world was witnessing a significant wave of decolonization, particularly in Africa and Asia, as former colonies sought independence from European powers. The Cold War was intensifying, with the United States and the Soviet Union vying for influence over newly independent states, leading to heightened tensions and competition for political allegiance.","[""Egypt"", ""Indonesia"", ""India"", ""Ghana"", ""Yugoslavia""]","[""Africa"", ""Asia"", ""Middle East""]",membership_application,"[[""Africa"", ""Northern Africa"", ""EG""], [""Asia"", ""Southern Asia"", ""IN""], [""Asia"", ""South-eastern Asia"", ""ID""], [""Africa"", ""Western Africa"", ""GH""], [""Europe"", ""Southern Europe"", ""YUG""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""NEWLY-INDEPENDENT STATES""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""INDEPENDENCE""]]",2025-09-27T15:29:38.734161
205,1955,1955-12-13,S/3502,704,http://www.un.org/ga/search/view_doc.asp?symbol=S/3502,https://undocs.org/en/S/PV.704,1,Admission of new Members,Admission of new Members,Admission of new Members,,0,1,0,0,0,2025-09-24,1,"The 1955 UN Security Council resolution S/3502 focused on the admission of new member states to the United Nations, specifically addressing the applications of several countries seeking to join the organization. The resolution highlighted the geopolitical dynamics of the time, particularly the competing interests of various nations in the context of the Cold War, as some applicants were viewed through the lens of ideological alignment with either the Western bloc or the Eastern bloc.","In 1955, the world was deeply entrenched in the Cold War, characterized by intense rivalry between the United States and its allies against the Soviet Union and its satellite states. This period saw decolonization movements gaining momentum, with many newly independent nations seeking recognition and support on the global stage, thereby complicating the UN's membership discussions amid the backdrop of ideological divisions.","[""United States"", ""Soviet Union"", ""India"", ""Egypt"", ""Indonesia""]","[""Europe"", ""Asia"", ""Africa""]",membership_application,"[[""North America"", """", ""US""], [""Asia"", ""Southern Asia"", ""IN""], [""Asia"", ""South-eastern Asia"", ""ID""], [""Africa"", ""Northern Africa"", ""EG""], [""Europe"", """", ""RU""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""GEOPOLITICS""], [""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""]]",2025-09-27T15:29:53.898035
206,1954,1954-06-20,S/3236/Rev.1,675,http://www.un.org/ga/search/view_doc.asp?symbol=S/3236/Rev.1,https://undocs.org/en/S/PV.675,1,1954 Cablegram from Guatemala (Guatemala),Cablegram dated 19 June 1954 from the Minister for External Relations of Guatemala addressed to the President of the Security Council (S/3232),Cablegram dated 19 June 1954 from the Minister for External Relations of Guatemala addressed to the President of the Security Council (S/3232),,0,1,0,0,0,2025-09-24,1,"The resolution addressed a cablegram from the Guatemalan Minister for External Relations, which expressed concerns about the internal situation in Guatemala amidst rising tensions and external pressures. The cablegram highlighted fears of foreign intervention and the impact of Cold War dynamics on Guatemala's sovereignty, particularly in light of the U.S. involvement in the region.","In 1954, Guatemala was experiencing significant political turmoil, marked by the rise of leftist movements and land reform policies that threatened U.S. business interests, particularly those of the United Fruit Company. This period was characterized by the Cold War's ideological battle, where the U.S. sought to contain communism, leading to covert operations and support for coups in Latin America, including the CIA-backed overthrow of President Jacobo Árbenz.","[""Guatemala"", ""United States"", ""Soviet Union""]","[""Central America"", ""Latin America""]",internal_conflict,"[[""Americas"", ""Central America"", ""GT""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""CIVIL WAR""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMATIC RELATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""GUATEMALA SITUATION""]]",2025-09-27T15:30:09.044110
207,1954,1954-06-18,S/3229,674,http://www.un.org/ga/search/view_doc.asp?symbol=S/3229,https://undocs.org/en/S/PV.674,1,1954 Letter from Thailand (Thailand),"Letter dated 29 May 1954 from the acting permanent representative of
Thailand to the United Nations addressed to the President of the
Security Council (S/3220)","Letter dated 29 May 1954 from the acting permanent representative of
Thailand to the United Nations addressed to the President of the
Security Council (S/3220)",,0,1,0,0,0,2025-09-24,1,"The resolution addressed Thailand's concerns regarding the security situation in Southeast Asia, particularly in light of the growing influence of communism in the region. Thailand expressed apprehensions about the potential spread of communist movements, especially in neighboring countries like Vietnam and Laos, which were experiencing significant political upheaval and conflict during this period.","In 1954, the geopolitical landscape of Southeast Asia was heavily influenced by the Cold War dynamics, with the United States and its allies seeking to contain communism following the end of French colonial rule in Indochina. The Geneva Conference was underway, aiming to resolve the conflict in Vietnam, which heightened fears in Thailand about the implications of a communist takeover in the region and its potential spillover effects.","[""Thailand"", ""Vietnam"", ""Laos"", ""Cambodia"", ""United States"", ""France""]","[""Southeast Asia"", ""Indochina""]",geopolitical_tension,"[[""Asia"", ""South-eastern Asia"", ""TH""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""GEOPOLITICS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""ANTI-COMMUNIST MOVEMENTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""INDO-CHINA SITUATION""]]",2025-09-27T15:30:27.185542
208,1954,1954-03-29,S/3188/Corr.1,664,http://www.un.org/ga/search/view_doc.asp?symbol=S/3188/Corr.1,https://undocs.org/en/S/PV.664,1,Palestine question,The Palestine question,The Palestine question,,0,1,0,0,0,2025-09-24,1,"The 1954 resolution concerning the Palestine question addressed the ongoing conflict and tensions surrounding the status of Palestine following the establishment of the State of Israel in 1948. It sought to address the plight of Palestinian refugees and the broader implications of territorial disputes in the region, reflecting the urgent need for a resolution to the humanitarian crisis and the political instability that arose from the Arab-Israeli conflict.","In 1954, the aftermath of the 1948 Arab-Israeli War was still deeply felt, with significant geopolitical tensions in the Middle East as Arab nations opposed the existence of Israel. The Palestinian refugee crisis had created widespread displacement and humanitarian concerns, leading to increased calls for international intervention and a resolution to the ongoing conflict over land and sovereignty.","[""Israel"", ""Jordan"", ""Egypt"", ""Syria"", ""Lebanon""]","[""Middle East"", ""Palestine""]",territorial_dispute,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""JO""], [""Asia"", ""Western Asia"", ""EG""], [""Asia"", ""Western Asia"", ""SY""], [""Asia"", ""Western Asia"", ""LB""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""NATIONALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMATIC RELATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", ""ARMED CONFLICTS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""PALESTINE QUESTION""], [""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""PALESTINE REFUGEES""]]",2025-09-27T15:30:47.206875
209,1954,1954-01-22,S/3151/Rev. 2,656,http://www.un.org/ga/search/view_doc.asp?symbol=S/3151/Rev.2,https://undocs.org/en/S/PV.656,1,Palestine question,The Palestine Question,The Palestine Question,,0,1,0,0,0,2025-09-24,1,"The 1954 resolution on the Palestine question addressed the ongoing conflict and tensions surrounding the establishment of a Jewish state in Palestine and the subsequent displacement of Palestinian Arabs. It sought to address the humanitarian and political ramifications of the 1948 Arab-Israeli War, which resulted in significant territorial changes and the refugee crisis that ensued, highlighting the urgent need for a resolution to the status of Palestine and the rights of its people.","In 1954, the geopolitical landscape of the Middle East was heavily influenced by the aftermath of World War II and the establishment of Israel in 1948, which led to the first Arab-Israeli War. The region was marked by rising tensions between Arab states and Israel, as well as the broader Cold War dynamics, with both superpowers vying for influence in the region, complicating the prospects for peace and stability.","[""Israel"", ""Palestine"", ""Egypt"", ""Jordan"", ""Syria"", ""Lebanon""]","[""Middle East"", ""Palestine""]",territorial_dispute,"[[""Asia"", ""Western Asia"", ""IL""], [""Asia"", ""Western Asia"", ""PS""], [""Africa"", ""Northern Africa"", ""EG""], [""Asia"", ""Western Asia"", ""JO""], [""Asia"", ""Western Asia"", ""SY""], [""Asia"", ""Western Asia"", ""LB""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""NATIONALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMATIC RELATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""MAINTENANCE OF PEACE AND SECURITY"", ""CONFLICT MANAGEMENT""], [""POLITICAL AND LEGAL QUESTIONS"", ""DISARMAMENT AND MILITARY QUESTIONS"", null], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""PALESTINE QUESTION""], [""HUMANITARIAN AID AND RELIEF"", ""PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS"", ""PALESTINE REFUGEES""]]",2025-09-27T15:31:12.286017
210,1953,1953-03-13,S/PV.613,613,http://www.un.org/ga/search/view_doc.asp?symbol=S/PV.613,https://undocs.org/en/S/PV.613,1,Appointment of Secretary-General,Appointment of Secretary-General,Resolution addresses the selection process for the UN Secretary-General amid Cold War tensions.,"In 1953, the geopolitical climate is marked by Cold War rivalries, influencing UN operations.",0,1,0,0,0,2025-09-24,1,"The resolution addressed the critical issue of appointing a new Secretary-General for the United Nations, a position that had significant implications for the organization's ability to navigate the complexities of international diplomacy during the Cold War. The discussion around this appointment was particularly contentious, reflecting the broader geopolitical tensions of the time, as member states grappled with the influence of the United States and the Soviet Union in global affairs.","In 1953, the world was deeply entrenched in the Cold War, marked by ideological conflict between the capitalist West, led by the United States, and the communist East, led by the Soviet Union. This period saw heightened tensions, including the Korean War, which was ongoing at the time, and a general atmosphere of suspicion and rivalry that permeated international relations, influencing the dynamics of the Security Council's deliberations on leadership appointments within the UN.","[""United States"", ""Soviet Union"", ""United Kingdom"", ""France"", ""China""]","[""Europe"", ""Asia"", ""North Korea"", ""South Korea""]",diplomatic_leadership,"[[""North America"", """", ""US""], [""Europe"", """", ""GB""], [""Europe"", """", ""FR""], [""Asia"", """", ""CN""], [""Asia"", ""Eastern Asia"", ""KP""], [""Asia"", ""Eastern Asia"", ""KR""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""AUTHORITARIANISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""DIPLOMACY""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""KOREAN WAR (1950-1953)""]]",2025-09-27T15:31:27.854929
211,1952,1952-09-19,S/2760,603,http://www.un.org/ga/search/view_doc.asp?symbol=S/2760,https://undocs.org/en/S/PV.603,1,Admission of new Members,Admission of new Members (Cambodia),Admission of new Members (Cambodia),,0,1,0,0,0,2025-09-24,1,"The resolution S/2760 addressed the application for United Nations membership submitted by Cambodia, reflecting the broader post-World War II context of decolonization and the emergence of new nations seeking international recognition. The resolution highlighted the geopolitical dynamics of the time, particularly the influence of colonial powers and the tensions between Western nations and communist blocs as newly independent states navigated their sovereignty and international relations.","In 1952, the world was witnessing significant geopolitical shifts as many countries in Asia and Africa were gaining independence from colonial rule. The Cold War was intensifying, with the United States and the Soviet Union vying for influence over newly independent nations, including Cambodia, which was seeking to establish its identity and sovereignty amidst regional instability and the lingering effects of colonialism.","[""Cambodia"", ""France"", ""United States"", ""Soviet Union""]","[""Southeast Asia"", ""Indochina""]",membership_application,"[[""Asia"", ""South-eastern Asia"", ""KH""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""DECOLONIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""INTERNATIONAL RELATIONS""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""NEWLY-INDEPENDENT STATES""]]",2025-09-27T15:31:39.446450
212,1952,1952-09-19,S/2759,603,http://www.un.org/ga/search/view_doc.asp?symbol=S/2759,https://undocs.org/en/S/PV.603,1,Admission of new Members,Admission of new Members (Laos),Admission of new Members (Laos),,0,1,0,0,0,2025-09-24,1,"The resolution S/2759 addressed the application of Laos for admission to the United Nations as a new member state. This request was set against the backdrop of decolonization in Southeast Asia, where Laos was transitioning from French colonial rule and grappling with internal political instability and the influence of external powers.","In 1952, the geopolitical landscape was heavily influenced by the Cold War dynamics, with countries in Southeast Asia, including Laos, caught between the competing interests of Western powers and communist movements. The region was experiencing significant shifts as colonial empires were dismantling, and local nationalist movements were gaining momentum, leading to increased tensions and conflicts over governance and sovereignty.","[""Laos"", ""France"", ""United States"", ""China"", ""Vietnam""]","[""Southeast Asia""]",membership_application,"[[""Asia"", ""South-eastern Asia"", ""LA""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""COLONIAL COUNTRIES""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""INTERNATIONAL RELATIONS""]]",2025-09-27T15:31:51.514958
213,1952,1952-09-19,S/2758,603,http://www.un.org/ga/search/view_doc.asp?symbol=S/2758,https://undocs.org/en/S/PV.603,1,Admission of new Members,Admission of new Members (Vietnam),Admission of new Members (Vietnam),,0,1,0,0,0,2025-09-24,1,"The resolution addressed the application for United Nations membership by Vietnam, which had recently emerged from colonial rule and was in the midst of a struggle for independence from French colonial forces. The proposal highlighted the political complexities surrounding Vietnam's status, as it was caught between the influences of Western powers and the rising tide of communism in Southeast Asia.","In 1952, the geopolitical landscape was heavily influenced by the Cold War dynamics, with the United States and its allies seeking to contain the spread of communism, particularly in Asia. Vietnam was experiencing significant turmoil as the First Indochina War was ongoing, with the Viet Minh fighting against French colonial rule, which complicated the international community's response to Vietnam's bid for UN membership.","[""Vietnam"", ""France"", ""United States"", ""China"", ""Soviet Union""]","[""Southeast Asia"", ""Indochina""]",membership_application,"[[""Asia"", ""South-eastern Asia"", ""VN""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""COLONIALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""INDEPENDENCE""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL EVENTS AND ISSUES"", ""VIETNAMESE CONFLICT (1961-1975)""]]",2025-09-27T15:32:06.598403
214,1952,1952-09-18,S/2754,602,http://www.un.org/ga/search/view_doc.asp?symbol=S/2754,https://undocs.org/en/S/PV.602,1,Admission of new Members,Admission of new Members (Japan),Admission of new Members (Japan),,0,1,0,0,0,2025-09-24,1,"The resolution S/2754 addressed the application of Japan for membership in the United Nations, reflecting the broader geopolitical dynamics of the post-World War II era. The discussion centered around Japan's reintegration into the international community after its defeat in the war and the implications of its membership for regional security and the balance of power in East Asia.","In 1952, the world was witnessing the early stages of the Cold War, with significant tensions between the United States and the Soviet Union. Japan was emerging from a period of occupation and was pivotal in the U.S. strategy to contain communism in Asia, which influenced the debate over its admission to the UN amidst concerns from various nations about Japan's militaristic past and its potential future role in regional conflicts.","[""Japan"", ""United States"", ""Soviet Union"", ""China""]","[""East Asia"", ""Southeast Asia""]",membership_application,"[[""Asia"", ""Eastern Asia"", ""JP""], [""Asia"", ""Eastern Asia"", ""US""], [""Asia"", ""Eastern Asia"", ""RU""], [""Asia"", ""Eastern Asia"", ""CN""], [""Asia"", ""South-eastern Asia"", """"]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""BALANCE OF POWER""], [""POLITICAL AND LEGAL QUESTIONS"", ""POLITICAL CONDITIONS, INSTITUTIONS, MOVEMENTS"", ""DEMOCRATIZATION""]]",2025-09-27T15:32:19.540438
215,1952,1952-09-16,S/2483,600,http://www.un.org/ga/search/view_doc.asp?symbol=S/2483,https://undocs.org/en/S/PV.600,1,Admission of new Members,Admission of new Members (Libya),Admission of new Members (Libya),,0,1,0,0,0,2025-09-24,1,"The resolution S/2483 addressed Libya's application for membership in the United Nations, highlighting the country's transition from colonial rule to independence. At the time, Libya was emerging from a complex colonial history and was seeking international recognition and legitimacy as a sovereign state in the post-World War II era.","In 1952, Libya was on the cusp of gaining full independence from Italian colonial rule, which had lasted from the late 19th century until World War II. The geopolitical landscape was marked by the decolonization movement across Africa and Asia, as well as the emerging Cold War tensions, which influenced the dynamics of international relations and the push for new nations to join the UN.","[""Libya"", ""Italy"", ""United States"", ""United Kingdom"", ""France""]","[""North Africa"", ""Mediterranean""]",membership_application,"[[""Africa"", ""Northern Africa"", ""LY""]]","[[""POLITICAL AND LEGAL QUESTIONS"", ""DECOLONIZATION, TRUSTEESHIP AND APARTHIED"", ""COLONIALISM""], [""POLITICAL AND LEGAL QUESTIONS"", ""INTERNATIONAL RELATIONS"", ""INDEPENDENCE""]]",2025-09-27T15:32:32.978487
