Year,TopicTag,total_yes,total_votes,yes_vote_percentage
1986,INTERNATIONAL TRADE LAW,212,279,75.98566308243727
1986,OCCUPATIONS,100,142,70.4225352112676
1986,SPECIAL CATEGORIES OF WORKERS,100,142,70.4225352112676
1987,EDUCATIONAL POLICY AND PLANNING,154,155,99.35483870967742
1987,EMPLOYMENT PROMOTION AND PLANNING,154,155,99.35483870967742
1987,HOUSING,154,155,99.35483870967742
1987,SPECIAL CATEGORIES OF WORKERS,154,155,99.35483870967742
1987,EDUCATION,152,153,99.34640522875817
1987,MONETARY ISSUES,152,153,99.34640522875817
1987,NON-FORMAL EDUCATION,152,153,99.34640522875817
1987,SPECIAL HUMANITARIAN OPERATIONS,456,459,99.34640522875817
1987,DEVELOPMENT FINANCE,302,304,99.3421052631579
1987,HUMANITARIAN AID AND RELIEF,151,152,99.3421052631579
1987,MARINE RESOURCES,151,152,99.3421052631579
1987,SPECIAL ECONOMIC AREAS,300,302,99.33774834437085
1987,EDUCATIONAL FACILITIES AND TECHNOLOGY,149,152,98.02631578947368
1987,ENVIRONMENT,398,410,97.07317073170731
1987,LAW OF THE SEA,262,278,94.24460431654677
1987,WELFARE AND SOCIAL SERVICES,855,916,93.3406113537118
1987,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1844,1978,93.22548028311427
1987,GENERAL AND NATIONAL LAW,121,130,93.07692307692308
1987,HISTORICAL PERIODS,121,130,93.07692307692308
1987,SOCIAL DEVELOPMENT,2245,2423,92.65373503920759
1987,DEVELOPMENT,1118,1209,92.47311827956989
1987,GEOGRAPHY,100,110,90.9090909090909
1987,PUBLIC FINANCE,541,600,90.16666666666666
1987,NUCLEAR SCIENCE,404,454,88.98678414096916
1987,INTERNATIONAL LAW,1462,1650,88.60606060606061
1987,DISARMAMENT AND MILITARY QUESTIONS,5200,5908,88.01624915368991
1987,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,102,116,87.93103448275862
1987,HUMAN RIGHTS,3549,4054,87.54316724222988
1987,RECOMMENDATIONS,1597,1830,87.26775956284153
1987,ECONOMIC CONDITIONS,518,605,85.6198347107438
1987,MAINTENANCE OF PEACE AND SECURITY,4088,4781,85.50512445095168
1987,POLITICAL EVENTS AND ISSUES,2921,3435,85.0363901018923
1987,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,258,304,84.86842105263158
1987,SCIENCE AND TECHNOLOGY,258,304,84.86842105263158
1987,DISCRIMINATION,1644,1947,84.43759630200309
1987,INTERNATIONAL RELATIONS,4926,5843,84.3060071880883
1987,POLITICAL AND LEGAL QUESTIONS,7436,8840,84.11764705882354
1987,SPECIAL GROUPS,124,152,81.57894736842105
1987,TRADE IN COMMODITIES,230,294,78.2312925170068
1987,No Tag,227,299,75.91973244147158
1987,INTERNATIONAL TRADE LAW,336,447,75.16778523489933
1987,TRADE RELATED FINANCE,113,152,74.3421052631579
1987,TRADE (GENERAL MATERIALS),93,142,65.49295774647888
1988,NON-FORMAL EDUCATION,151,152,99.3421052631579
1988,SPECIAL HUMANITARIAN OPERATIONS,150,151,99.33774834437085
1988,DEVELOPMENT FINANCE,294,297,98.98989898989899
1988,MARINE RESOURCES,134,141,95.0354609929078
1988,WATER,134,141,95.0354609929078
1988,LAW OF THE SEA,234,247,94.73684210526315
1988,GENERAL AND NATIONAL LAW,100,106,94.33962264150944
1988,HISTORICAL PERIODS,100,106,94.33962264150944
1988,ENVIRONMENT,254,272,93.38235294117648
1988,POLLUTION,140,152,92.10526315789474
1988,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1247,1354,92.09748892171345
1988,GEOGRAPHY,110,120,91.66666666666666
1988,SOCIAL DEVELOPMENT,1772,1967,90.08642602948653
1988,DEVELOPMENT,404,449,89.97772828507794
1988,WELFARE AND SOCIAL SERVICES,407,453,89.84547461368653
1988,DISCRIMINATION,2542,2856,89.00560224089635
1988,COMPUTER SCIENCE AND TECHNOLOGY,267,301,88.70431893687709
1988,INTERNATIONAL LAW,1275,1442,88.41886269070736
1988,DISARMAMENT AND MILITARY QUESTIONS,5444,6211,87.65094187731444
1988,NUCLEAR SCIENCE,262,300,87.33333333333333
1988,HUMAN RIGHTS,4215,4829,87.28515220542555
1988,RECOMMENDATIONS,1045,1199,87.1559633027523
1988,INTERNATIONAL RELATIONS,5762,6624,86.98671497584542
1988,POLITICAL AND LEGAL QUESTIONS,9764,11289,86.49127469217822
1988,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,260,303,85.8085808580858
1988,SCIENCE AND TECHNOLOGY,260,303,85.8085808580858
1988,MAINTENANCE OF PEACE AND SECURITY,4137,4841,85.457550092956
1988,BANKING AND INVESTMENT,126,149,84.56375838926175
1988,MONETARY ISSUES,126,149,84.56375838926175
1988,SPECIAL GROUPS,128,152,84.21052631578947
1988,POLITICAL EVENTS AND ISSUES,3308,3969,83.34593096497859
1988,INTERNATIONAL TRADE LAW,217,290,74.82758620689656
1988,TRADE (GENERAL MATERIALS),89,139,64.02877697841727
1988,TRADE IN COMMODITIES,89,139,64.02877697841727
1989,SCIENCE AND TECHNOLOGY,152,153,99.34640522875817
1989,SPECIAL HUMANITARIAN OPERATIONS,152,153,99.34640522875817
1989,EDUCATIONAL POLICY AND PLANNING,139,140,99.28571428571429
1989,MONETARY ISSUES,137,138,99.27536231884058
1989,COMMODITIES,144,146,98.63013698630137
1989,EDUCATIONAL PERSONNEL AND POPULATION,284,288,98.61111111111111
1989,POLLUTION,149,152,98.02631578947368
1989,EDUCATIONAL FACILITIES AND TECHNOLOGY,289,295,97.96610169491525
1989,NON-FORMAL EDUCATION,148,152,97.36842105263158
1989,WATER,286,296,96.62162162162163
1989,DEVELOPMENT FINANCE,421,437,96.33867276887872
1989,WELFARE AND SOCIAL SERVICES,536,563,95.20426287744228
1989,MARINE RESOURCES,137,144,95.13888888888889
1989,LAW OF THE SEA,250,264,94.6969696969697
1989,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,288,305,94.42622950819673
1989,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1500,1590,94.33962264150944
1989,GENERAL AND NATIONAL LAW,113,120,94.16666666666667
1989,HISTORICAL PERIODS,113,120,94.16666666666667
1989,ECONOMIC CONDITIONS,810,876,92.46575342465754
1989,SOCIAL DEVELOPMENT,2023,2192,92.29014598540147
1989,DEVELOPMENT,943,1023,92.17986314760508
1989,BANKING AND INVESTMENT,139,153,90.84967320261438
1989,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,138,153,90.19607843137256
1989,HUMAN RIGHTS,3617,4033,89.68509794197868
1989,DISARMAMENT AND MILITARY QUESTIONS,5168,5813,88.90418028556684
1989,PUBLIC FINANCE,384,432,88.88888888888889
1989,DISCRIMINATION,2247,2530,88.81422924901186
1989,LAW OF WAR,132,150,88.0
1989,NUCLEAR SCIENCE,527,600,87.83333333333333
1989,RECOMMENDATIONS,261,298,87.58389261744966
1989,SPECIAL GROUPS,125,145,86.20689655172413
1989,MAINTENANCE OF PEACE AND SECURITY,3921,4552,86.13796133567662
1989,POLITICAL AND LEGAL QUESTIONS,6565,7656,85.74973876698014
1989,INTERNATIONAL RELATIONS,4546,5303,85.7250612860645
1989,TELECOMMUNICATIONS,126,148,85.13513513513513
1989,TRADE IN COMMODITIES,364,428,85.04672897196261
1989,INTERNATIONAL LAW,1436,1693,84.8198464264619
1989,CULTURE,126,149,84.56375838926175
1989,SPACE SCIENCES,126,149,84.56375838926175
1989,POLITICAL EVENTS AND ISSUES,2736,3244,84.3403205918619
1989,INTERNATIONAL TRADE LAW,207,278,74.46043165467626
1989,TRADE (GENERAL MATERIALS),82,129,63.565891472868216
1990,EDUCATIONAL POLICY AND PLANNING,146,147,99.31972789115646
1990,NON-FORMAL EDUCATION,146,147,99.31972789115646
1990,DEVELOPMENT,138,139,99.28057553956835
1990,EMPLOYMENT PROMOTION AND PLANNING,138,139,99.28057553956835
1990,SKILLS DEVELOPMENT,138,139,99.28057553956835
1990,TRANSNATIONAL CORPORATIONS,138,139,99.28057553956835
1990,EDUCATIONAL FACILITIES AND TECHNOLOGY,290,294,98.63945578231292
1990,EDUCATIONAL SYSTEMS,145,147,98.63945578231292
1990,CULTURAL DEVELOPMENT,150,154,97.40259740259741
1990,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,150,154,97.40259740259741
1990,WELFARE AND SOCIAL SERVICES,555,588,94.38775510204081
1990,SOCIAL DEVELOPMENT,1528,1619,94.37924644842496
1990,LAW OF THE SEA,247,262,94.27480916030534
1990,POLLUTION,144,153,94.11764705882352
1990,WATER,144,153,94.11764705882352
1990,GENERAL AND NATIONAL LAW,107,114,93.85964912280701
1990,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1366,1460,93.56164383561644
1990,GEOGRAPHY,98,105,93.33333333333333
1990,INTERNATIONAL LAW,1070,1154,92.72097053726169
1990,ENVIRONMENT,236,258,91.47286821705426
1990,HUMAN RIGHTS,3034,3388,89.55135773317592
1990,SPACE SCIENCES,265,296,89.52702702702703
1990,DISCRIMINATION,2098,2356,89.04923599320882
1990,MAINTENANCE OF PEACE AND SECURITY,2771,3116,88.92811296534018
1990,DISARMAMENT AND MILITARY QUESTIONS,3800,4304,88.2899628252788
1990,POLITICAL EVENTS AND ISSUES,2331,2653,87.86279683377309
1990,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,133,152,87.5
1990,INTERNATIONAL RELATIONS,3589,4126,86.98497333979641
1990,NUCLEAR SCIENCE,383,441,86.84807256235828
1990,POLITICAL AND LEGAL QUESTIONS,5573,6473,86.09609145682064
1990,TRADE IN COMMODITIES,125,146,85.61643835616438
1990,SPECIAL GROUPS,121,147,82.31292517006803
1990,CULTURE,113,140,80.71428571428572
1990,HISTORICAL PERIODS,120,151,79.47019867549669
1991,EDUCATIONAL PERSONNEL AND POPULATION,147,148,99.32432432432432
1991,ENVIRONMENT,135,136,99.26470588235294
1991,POLLUTION,135,136,99.26470588235294
1991,EDUCATIONAL POLICY AND PLANNING,298,301,99.00332225913621
1991,EDUCATION,151,153,98.69281045751634
1991,EDUCATIONAL SYSTEMS,151,153,98.69281045751634
1991,CULTURAL DEVELOPMENT,146,150,97.33333333333334
1991,PHILOSOPHY AND RELIGION,146,150,97.33333333333334
1991,LAW OF THE SEA,140,148,94.5945945945946
1991,WELFARE AND SOCIAL SERVICES,399,435,91.72413793103448
1991,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1341,1463,91.66097060833903
1991,SOCIAL DEVELOPMENT,1636,1798,90.98998887652948
1991,DISCRIMINATION,1516,1706,88.862837045721
1991,NUCLEAR SCIENCE,398,450,88.44444444444444
1991,MAINTENANCE OF PEACE AND SECURITY,1832,2074,88.33172613307619
1991,HUMAN RIGHTS,3130,3545,88.29337094499294
1991,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,134,157,85.35031847133759
1991,DISARMAMENT AND MILITARY QUESTIONS,2509,2948,85.10854816824967
1991,POLITICAL AND LEGAL QUESTIONS,5375,6380,84.24764890282131
1991,POLITICAL EVENTS AND ISSUES,2794,3350,83.40298507462687
1991,INTERNATIONAL LAW,815,986,82.65720081135902
1991,INTERNATIONAL RELATIONS,3010,3675,81.9047619047619
1991,TRADE IN COMMODITIES,127,158,80.37974683544303
1991,DEVELOPMENT,339,426,79.5774647887324
1991,ECONOMIC CONDITIONS,339,426,79.5774647887324
1991,RECOMMENDATIONS,254,323,78.63777089783281
1991,SPECIAL GROUPS,115,149,77.18120805369128
1991,INTERNATIONAL TRADE LAW,117,154,75.97402597402598
1991,SPACE SCIENCES,110,147,74.82993197278913
1991,CRIME AND CRIMINAL JUSTICE,108,145,74.48275862068967
1992,EDUCATIONAL FACILITIES AND TECHNOLOGY,141,143,98.6013986013986
1992,EDUCATIONAL POLICY AND PLANNING,141,143,98.6013986013986
1992,EDUCATIONAL SYSTEMS,141,143,98.6013986013986
1992,CULTURAL DEVELOPMENT,139,142,97.88732394366197
1992,LANGUAGE,139,142,97.88732394366197
1992,PHILOSOPHY AND RELIGION,139,142,97.88732394366197
1992,LAW OF THE SEA,135,145,93.10344827586206
1992,SOCIAL DEVELOPMENT,1224,1320,92.72727272727272
1992,WELFARE AND SOCIAL SERVICES,519,562,92.34875444839858
1992,NUCLEAR SCIENCE,587,643,91.29082426127528
1992,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1153,1286,89.65785381026438
1992,RECOMMENDATIONS,293,327,89.60244648318043
1992,ENVIRONMENT,277,322,86.0248447204969
1992,POLLUTION,277,322,86.0248447204969
1992,DISARMAMENT AND MILITARY QUESTIONS,2502,2922,85.62628336755647
1992,INTERNATIONAL LAW,494,598,82.6086956521739
1992,DISCRIMINATION,1702,2070,82.22222222222221
1992,HUMAN RIGHTS,2570,3150,81.58730158730158
1992,POLITICAL EVENTS AND ISSUES,3158,3961,79.72734158040899
1992,MAINTENANCE OF PEACE AND SECURITY,2258,2837,79.59111737751145
1992,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,128,161,79.5031055900621
1992,POLITICAL AND LEGAL QUESTIONS,5555,6989,79.48204321075977
1992,INTERNATIONAL RELATIONS,3501,4459,78.51536218883157
1992,CULTURE,121,160,75.625
1992,DEVELOPMENT FINANCE,217,292,74.31506849315068
1992,SPECIAL GROUPS,103,142,72.53521126760563
1992,CRIME AND CRIMINAL JUSTICE,121,167,72.45508982035929
1992,ECONOMIC CONDITIONS,59,133,44.3609022556391
1992,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,59,133,44.3609022556391
1992,TRADE RELATED FINANCE,59,133,44.3609022556391
1993,NON-FORMAL EDUCATION,161,162,99.38271604938271
1993,EDUCATIONAL FACILITIES AND TECHNOLOGY,159,161,98.75776397515527
1993,WELFARE AND SOCIAL SERVICES,476,483,98.55072463768117
1993,EDUCATIONAL POLICY AND PLANNING,317,322,98.4472049689441
1993,EDUCATIONAL SYSTEMS,156,160,97.5
1993,SPECIAL GROUPS,152,159,95.59748427672956
1993,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,1211,1283,94.38815276695246
1993,GENERAL AND NATIONAL LAW,96,103,93.20388349514563
1993,HISTORICAL PERIODS,96,103,93.20388349514563
1993,SOCIAL DEVELOPMENT,1492,1603,93.07548346849657
1993,LAW OF THE SEA,240,259,92.66409266409266
1993,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,287,331,86.70694864048339
1993,SCIENCE AND TECHNOLOGY,287,331,86.70694864048339
1993,RECOMMENDATIONS,213,249,85.54216867469879
1993,PUBLIC FINANCE,280,329,85.1063829787234
1993,DISARMAMENT AND MILITARY QUESTIONS,1784,2109,84.58985301090564
1993,INTERNATIONAL LAW,641,768,83.46354166666666
1993,MAINTENANCE OF PEACE AND SECURITY,2330,2836,82.15796897038082
1993,NUCLEAR SCIENCE,258,316,81.64556962025317
1993,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,106,131,80.91603053435115
1993,DEVELOPMENT FINANCE,252,314,80.2547770700637
1993,HUMAN RIGHTS,2162,2869,75.35726734053677
1993,INTERNATIONAL RELATIONS,2712,3613,75.06227511763078
1993,POLITICAL AND LEGAL QUESTIONS,4242,5653,75.03980187511056
1993,DISCRIMINATION,1266,1731,73.13691507798961
1993,ENVIRONMENT,118,166,71.08433734939759
1993,SPACE SCIENCES,118,166,71.08433734939759
1993,WATER,118,166,71.08433734939759
1993,POLITICAL EVENTS AND ISSUES,2193,3097,70.810461737165
1993,DEVELOPMENT,116,164,70.73170731707317
1993,CRIME AND CRIMINAL JUSTICE,119,169,70.41420118343196
1993,ECONOMIC CONDITIONS,204,313,65.17571884984025
1993,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,88,149,59.06040268456376
1993,TRADE RELATED FINANCE,88,149,59.06040268456376
1994,NON-FORMAL EDUCATION,165,166,99.3975903614458
1994,CULTURAL DEVELOPMENT,161,165,97.57575757575758
1994,PHILOSOPHY AND RELIGION,161,165,97.57575757575758
1994,SCIENCE AND TECHNOLOGY,166,171,97.07602339181285
1994,WATER,143,151,94.70198675496688
1994,MARINE RESOURCES,121,128,94.53125
1994,LAW OF THE SEA,394,417,94.48441247002398
1994,RECOMMENDATIONS,155,168,92.26190476190477
1994,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,764,831,91.93742478941034
1994,WELFARE AND SOCIAL SERVICES,417,495,84.24242424242424
1994,SOCIAL DEVELOPMENT,829,987,83.9918946301925
1994,SPACE SCIENCES,281,335,83.88059701492537
1994,DISARMAMENT AND MILITARY QUESTIONS,2951,3522,83.78762067007382
1994,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,284,340,83.52941176470588
1994,MAINTENANCE OF PEACE AND SECURITY,2945,3562,82.67827063447501
1994,NUCLEAR SCIENCE,277,337,82.19584569732937
1994,INTERNATIONAL LAW,775,976,79.40573770491804
1994,INTERNATIONAL RELATIONS,3078,3954,77.84522003034901
1994,POLITICAL AND LEGAL QUESTIONS,4440,5727,77.52750130958617
1994,POLITICAL EVENTS AND ISSUES,2596,3376,76.89573459715639
1994,DISCRIMINATION,1341,1769,75.8055398530243
1994,HUMAN RIGHTS,2058,2763,74.48425624321389
1994,ENVIRONMENT,116,169,68.63905325443787
1994,POLLUTION,116,169,68.63905325443787
1994,DEVELOPMENT FINANCE,101,151,66.88741721854305
1994,ECONOMIC CONDITIONS,101,151,66.88741721854305
1994,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,101,151,66.88741721854305
1994,TRADE RELATED FINANCE,101,151,66.88741721854305
1994,FAMILY PLANNING,88,163,53.987730061349694
1995,EDUCATIONAL POLICY AND PLANNING,150,151,99.33774834437085
1995,NON-FORMAL EDUCATION,150,151,99.33774834437085
1995,WELFARE AND SOCIAL SERVICES,295,298,98.99328859060402
1995,WOMEN'S ADVANCEMENT,86,87,98.85057471264368
1995,EDUCATIONAL FACILITIES AND TECHNOLOGY,148,152,97.36842105263158
1995,LAW OF THE SEA,132,136,97.05882352941177
1995,ENVIRONMENT,157,163,96.31901840490798
1995,No Tag,2040,2140,95.32710280373831
1995,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,834,898,92.87305122494432
1995,INTERNATIONAL LAW,579,644,89.90683229813664
1995,RECOMMENDATIONS,280,319,87.7742946708464
1995,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,124,148,83.78378378378379
1995,MAINTENANCE OF PEACE AND SECURITY,2091,2529,82.68090154211151
1995,SOCIAL DEVELOPMENT,892,1093,81.61024702653248
1995,DISARMAMENT AND MILITARY QUESTIONS,2993,3700,80.89189189189189
1995,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,261,329,79.33130699088146
1995,SCIENCE AND TECHNOLOGY,261,329,79.33130699088146
1995,INTERNATIONAL RELATIONS,2729,3596,75.88987764182424
1995,POLITICAL AND LEGAL QUESTIONS,3775,5001,75.48490301939611
1995,DISCRIMINATION,948,1256,75.47770700636943
1995,DEVELOPMENT FINANCE,117,158,74.0506329113924
1995,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,117,158,74.0506329113924
1995,TRADE RELATED FINANCE,117,158,74.0506329113924
1995,NUCLEAR SCIENCE,340,460,73.91304347826086
1995,POLITICAL EVENTS AND ISSUES,2403,3311,72.57626094835398
1995,HUMAN RIGHTS,1802,2555,70.52837573385519
1995,ECONOMIC CONDITIONS,217,310,70.0
1995,SPACE SCIENCES,110,159,69.18238993710692
1995,DEVELOPMENT,100,152,65.78947368421053
1995,PUBLIC FINANCE,100,152,65.78947368421053
1995,LANGUAGE,100,164,60.97560975609756
1995,FAMILY PLANNING,86,170,50.588235294117645
1996,TELECOMMUNICATIONS,172,172,100.0
1996,EDUCATIONAL POLICY AND PLANNING,163,164,99.39024390243902
1996,NON-FORMAL EDUCATION,163,164,99.39024390243902
1996,RECOMMENDATIONS,171,173,98.84393063583815
1996,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,949,972,97.63374485596708
1996,EDUCATIONAL FACILITIES AND TECHNOLOGY,159,163,97.54601226993866
1996,LAW OF WAR,156,161,96.8944099378882
1996,COMMUNICATION AND MASS MEDIA,313,324,96.60493827160494
1996,WELFARE AND SOCIAL SERVICES,583,604,96.52317880794702
1996,LAW OF THE SEA,138,143,96.5034965034965
1996,NUCLEAR SCIENCE,141,151,93.37748344370861
1996,MAINTENANCE OF PEACE AND SECURITY,3578,4139,86.44600144962551
1996,DISARMAMENT AND MILITARY QUESTIONS,3754,4368,85.94322344322345
1996,RESOURCES (GENERAL),133,157,84.71337579617835
1996,INTERNATIONAL LAW,844,1012,83.399209486166
1996,SOCIAL DEVELOPMENT,821,986,83.26572008113591
1996,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,137,165,83.03030303030303
1996,TRADE RELATED FINANCE,137,165,83.03030303030303
1996,ENVIRONMENT,137,168,81.54761904761905
1996,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,266,337,78.93175074183976
1996,SCIENCE AND TECHNOLOGY,266,337,78.93175074183976
1996,INTERNATIONAL RELATIONS,4399,5602,78.5255265976437
1996,POLITICAL AND LEGAL QUESTIONS,4387,5827,75.28745495108976
1996,POLITICAL EVENTS AND ISSUES,2501,3556,70.3318335208099
1996,SPECIAL HUMANITARIAN OPERATIONS,103,152,67.76315789473685
1996,DISCRIMINATION,757,1141,66.3453111305872
1996,HUMAN RIGHTS,1628,2469,65.93762656946132
1996,DEVELOPMENT FINANCE,193,301,64.11960132890366
1996,ECONOMIC CONDITIONS,193,301,64.11960132890366
1997,EDUCATIONAL POLICY AND PLANNING,163,164,99.39024390243902
1997,NON-FORMAL EDUCATION,163,164,99.39024390243902
1997,WELFARE AND SOCIAL SERVICES,480,489,98.15950920245399
1997,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,955,977,97.7482088024565
1997,EDUCATIONAL FACILITIES AND TECHNOLOGY,158,163,96.93251533742331
1997,LAW OF WAR,156,161,96.8944099378882
1997,MARINE RESOURCES,138,143,96.5034965034965
1997,ENVIRONMENT,298,309,96.44012944983818
1997,NUCLEAR SCIENCE,151,157,96.17834394904459
1997,RESOURCES (GENERAL),137,153,89.54248366013073
1997,DEVELOPMENT FINANCE,143,163,87.73006134969326
1997,TRADE RELATED FINANCE,143,163,87.73006134969326
1997,RECOMMENDATIONS,244,282,86.52482269503547
1997,MAINTENANCE OF PEACE AND SECURITY,3416,3970,86.04534005037785
1997,SOCIAL DEVELOPMENT,978,1160,84.3103448275862
1997,DISARMAMENT AND MILITARY QUESTIONS,3269,3920,83.39285714285715
1997,INTERNATIONAL RELATIONS,3671,4591,79.96079285558702
1997,DEVELOPMENT,394,497,79.27565392354124
1997,PROTECTION OF INTELLECTUAL AND CULTURAL PROPERTY,87,110,79.0909090909091
1997,ECONOMIC CONDITIONS,252,323,78.0185758513932
1997,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,252,323,78.0185758513932
1997,LAW OF THE SEA,103,133,77.44360902255639
1997,WATER,103,133,77.44360902255639
1997,POLITICAL AND LEGAL QUESTIONS,4600,5992,76.7690253671562
1997,INTERNATIONAL LAW,604,799,75.59449311639548
1997,POLITICAL EVENTS AND ISSUES,3114,4213,73.91407548065511
1997,PUBLIC FINANCE,109,160,68.125
1997,HUMAN RIGHTS,1527,2303,66.30481980026053
1997,SPECIAL HUMANITARIAN OPERATIONS,95,146,65.06849315068493
1997,DISCRIMINATION,611,973,62.79547790339157
1997,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,103,165,62.42424242424243
1997,SCIENCE AND TECHNOLOGY,103,165,62.42424242424243
1998,EDUCATIONAL POLICY AND PLANNING,160,161,99.37888198757764
1998,NON-FORMAL EDUCATION,160,161,99.37888198757764
1998,WELFARE AND SOCIAL SERVICES,473,481,98.33679833679834
1998,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,942,960,98.125
1998,EDUCATIONAL FACILITIES AND TECHNOLOGY,156,160,97.5
1998,EDUCATIONAL PERSONNEL AND POPULATION,156,160,97.5
1998,LAW OF WAR,155,159,97.48427672955975
1998,ENVIRONMENT,304,315,96.5079365079365
1998,MARINE RESOURCES,134,141,95.0354609929078
1998,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,157,171,91.81286549707602
1998,TRADE RELATED FINANCE,157,171,91.81286549707602
1998,RESOURCES (GENERAL),144,158,91.13924050632912
1998,MAINTENANCE OF PEACE AND SECURITY,2746,3161,86.87124327744384
1998,SOCIAL DEVELOPMENT,1113,1306,85.22205206738131
1998,DEVELOPMENT,279,329,84.80243161094225
1998,INTERNATIONAL RELATIONS,3265,3881,84.12780211285751
1998,INTERNATIONAL LAW,578,689,83.88969521044993
1998,DISARMAMENT AND MILITARY QUESTIONS,3304,4019,82.20950485195321
1998,NUCLEAR SCIENCE,231,282,81.91489361702128
1998,ECONOMIC CONDITIONS,391,481,81.28898128898129
1998,POLITICAL AND LEGAL QUESTIONS,3592,4443,80.8462750393878
1998,POLITICAL EVENTS AND ISSUES,2259,2867,78.79316358562957
1998,HUMAN RIGHTS,1579,2116,74.62192816635161
1998,DEVELOPMENT FINANCE,237,320,74.0625
1998,DISCRIMINATION,457,632,72.31012658227847
1998,DEVELOPMENT AND TRANSFER OF TECHNOLOGY AND PROMOTION OF SCIENCE,99,167,59.2814371257485
1999,EDUCATIONAL POLICY AND PLANNING,158,159,99.37106918238993
1999,NON-FORMAL EDUCATION,158,159,99.37106918238993
1999,MONETARY ISSUES,155,156,99.35897435897436
1999,WELFARE AND SOCIAL SERVICES,313,317,98.73817034700315
1999,EDUCATIONAL FACILITIES AND TECHNOLOGY,155,158,98.10126582278481
1999,PROTECTION OF AND ASSISTANCE TO REFUGEES AND DISPLACED PERSONS,930,948,98.10126582278481
1999,LAW OF WAR,154,157,98.08917197452229
1999,ENVIRONMENT,288,297,96.96969696969697
1999,COMMUNICATION AND MASS MEDIA,151,156,96.7948717948718
1999,CULTURE,151,156,96.7948717948718
1999,DEVELOPMENT FINANCE,310,321,96.57320872274143
1999,MARINE RESOURCES,129,134,96.26865671641791
1999,RESOURCES (GENERAL),145,154,94.15584415584416
1999,RECOMMENDATIONS,153,164,93.29268292682927
1999,INTERNATIONAL LAW,734,799,91.8648310387985
1999,MAINTENANCE OF PEACE AND SECURITY,3261,3760,86.72872340425532
1999,SOCIAL DEVELOPMENT,924,1114,82.9443447037702
1999,NUCLEAR SCIENCE,378,456,82.89473684210526
1999,ECONOMIC CONDITIONS,262,321,81.61993769470405
1999,GENERAL INTERNATIONAL TRADE AND TRADE POLICY,262,321,81.61993769470405
1999,TRADE RELATED FINANCE,262,321,81.61993769470405
1999,INTERNATIONAL RELATIONS,3757,4719,79.61432506887053
1999,DISARMAMENT AND MILITARY QUESTIONS,3015,3801,79.32123125493291
1999,POLITICAL AND LEGAL QUESTIONS,4300,5462,78.72574148663493
1999,DEVELOPMENT,379,483,78.4679089026915
1999,POLITICAL EVENTS AND ISSUES,2212,3153,70.15540754836664
1999,PUBLIC FINANCE,107,156,68.58974358974359
1999,HUMAN RIGHTS,1517,2215,68.48758465011286
1999,DISCRIMINATION,384,625,61.44
1999,COMPUTER SCIENCE AND TECHNOLOGY,98,163,60.122699386503065
